weapon,skin,wear,float,pattern,stattrak,price,phase,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
AK-47,Case Hardened,Factory New,0.07212865346009639,35,0,447.11,,23.14,,,13.27,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06811963503502971,35,0,421.32,,23.14,,,13.27,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0688412562012672,694,0,747.63,,1.28,,,32.55,,,5,4.55,0.91,0.91,0.0060858981046774,Sticker | Factory Sealed (Foil),0.91,Sticker | Factory Sealed (Foil),0.91,Sticker | Factory Sealed (Foil),0.91,Sticker | Factory Sealed (Foil),0.91,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0699329519415839,694,0,710.69,,1.28,,,32.55,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.07539387964111884,694,0,752.89,,1.28,,,32.55,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0508945472538471,386,0,1726.53,,0.04,,,1.83,,,4,13083.62,3270.905,11773.55,7.577985902359067,Sticker | Crown (Foil),436.69,Sticker | Crown (Foil),436.69,Sticker | Crown (Foil),436.69,Sticker | Natus Vincere (Holo) | Katowice 2014,11773.55,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.05605630205555458,386,0,198.35,,0.04,,,1.83,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06030850774174517,386,0,209.19,,0.04,,,1.83,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0270697437226772,978,0,25060.17,,22.52,,,52.1,,,4,171722.82,42930.705,141149.23,6.852420394594291,Sticker | Skadoodle (Gold) | Boston 2018,742.76,Sticker | Vox Eminor (Holo) | Katowice 2014,24299.0,Sticker | Titan (Holo) | Katowice 2014,141149.23,Sticker | Virtus.Pro (Holo) | Katowice 2014,5531.83,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.03263741366415244,978,0,3093.94,,22.52,,,52.1,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.026404163797217883,978,0,3045.8,,22.52,,,52.1,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0268658194690942,430,0,992.96,,1.98,,,42.11,,,3,7.95,2.65,3.14,0.00800636480825,Sticker | apEX | Cologne 2015,3.03,Sticker | adamS (Holo) | Copenhagen 2024,3.14,Sticker | stadodo (Holo) | Copenhagen 2024,1.78,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.019951609310445158,430,0,1003.1,,1.98,,,42.11,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.031761062587250546,430,0,1031.13,,1.98,,,42.11,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0269882678985595,105,0,775.41,,12.01,,,3.18,,,4,440.85,110.2125,398.82,0.5685379347699927,Sticker | s1mple (Holo) | Antwerp 2022,14.01,Sticker | s1mple (Holo) | Antwerp 2022,14.01,Sticker | s1mple (Holo) | Antwerp 2022,14.01,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.02350477506132254,105,0,487.95,,12.01,,,3.18,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.026379384124075658,105,0,479.0,,12.01,,,3.18,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0310830883681774,948,0,927.41,,3.46,,,27.5,,,3,436.1,145.36666666666667,368.08,0.4702343084504157,Sticker | Team Liquid (Holo) | MLG Columbus 2016,62.92,Sticker | Counter Logic Gaming (Holo) | Katowice 2015,368.08,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.023681518474886833,948,0,629.26,,3.46,,,27.5,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.02562127534919508,948,0,641.5,,3.46,,,27.5,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0474576577544212,690,0,1100.0,,20.93,,,46.21,,,1,22.1,22.1,22.1,0.020090909090909,Sticker | k0nfig (Foil) | Krakow 2017,22.1,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.046200696131867815,690,0,1114.21,,20.93,,,46.21,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.05146295979446618,690,0,1058.1,,20.93,,,46.21,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0210939813405275,396,0,2000.0,,5.32,,,25.96,,,5,135.69,27.138,58.54,0.067845,Sticker | Stewie2K (Foil) | Krakow 2017,40.59,Sticker | Cloud9 (Gold) | Copenhagen 2024,6.01,Sticker | shroud (Foil) | Krakow 2017,58.54,Sticker | n0thing (Foil) | Krakow 2017,27.95,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.027739177368431518,396,0,1930.01,,5.32,,,25.96,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.01884354892113099,396,0,1833.29,,5.32,,,25.96,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0297069065272808,708,0,5000.0,,2.72,,,46.88,,,5,67.95,13.59,13.59,0.01359,Sticker | Move It (Foil),13.59,Sticker | Move It (Foil),13.59,Sticker | Move It (Foil),13.59,Sticker | Move It (Foil),13.59,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.03335681660678031,708,0,4755.25,,2.72,,,46.88,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.023705070576782967,708,0,4689.94,,2.72,,,46.88,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.019281480461359,494,0,807.79,,5.56,,,37.73,,,3,88.23,29.41,29.41,0.109223931962515,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | KOI (Holo) | Copenhagen 2024,29.41,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.025019968011401765,494,0,740.25,,5.56,,,37.73,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.023384788033885703,494,0,748.69,,5.56,,,37.73,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0175243727862834,26,0,162.5,,0.8,,,1.31,,,4,1595.28,398.82,398.82,9.817107692307692,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,Sticker | Natus Vincere (Holo) | DreamHack 2014,398.82,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.016702688297050197,26,0,15.13,,0.8,,,1.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.010320312748836548,26,0,14.44,,0.8,,,1.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0425793454051017,116,0,1688.26,,5.47,,,8.31,,,4,2681.08,670.27,670.27,1.58807292715577,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.045947404640911134,116,0,650.44,,5.47,,,8.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.04388406753472548,116,0,669.61,,5.47,,,8.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0068764900788664,337,0,600.0,,15.69,,,9.36,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0129069434478878,459,0,665.0,,1.03,,,2.47,,,5,0.07,0.014,0.02,0.0001052631578947,Sticker | stadodo | Copenhagen 2024,0.01,Sticker | adamS | Copenhagen 2024,0.02,Sticker | dav1g | Copenhagen 2024,0.01,Sticker | dav1g | Copenhagen 2024,0.01,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.015601309847899616,459,0,668.49,,1.03,,,2.47,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.01409108666279607,459,0,651.89,,1.03,,,2.47,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0450590141117572,463,0,2932.0,,0.43,,,45.5,,,5,447.37,89.474,436.69,0.1525818553888131,Sticker | JBa (Foil) | Austin 2025,0.28,Sticker | Wildcard (Holo) | Shanghai 2024,6.96,Sticker | saadzin (Foil) | Austin 2025,0.12,Sticker | Wildcard (Gold) | Shanghai 2024,3.32,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.03567537080311599,463,0,2527.76,,0.43,,,45.5,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.039350707568147784,463,0,2520.59,,0.43,,,45.5,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0006635895115323,510,0,4306.57,,1.96,,,23.83,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0091787474229931,296,0,921.37,,4.27,,,32.34,,,3,8.43,2.81,2.81,0.0091494188002648,Sticker | Natus Vincere (Holo) | Stockholm 2021,2.81,Sticker | Natus Vincere (Holo) | Stockholm 2021,2.81,Sticker | Natus Vincere (Holo) | Stockholm 2021,2.81,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.016246808888356425,296,0,888.72,,4.27,,,32.34,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0003448022567744194,296,0,893.06,,4.27,,,32.34,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0667242631316185,854,0,1214.73,,6.6,,,7.05,,,4,2681.08,670.27,670.27,2.2071406814683097,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,Sticker | Team Dignitas (Holo) | DreamHack 2014,670.27,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06259613828695217,854,0,384.89,,6.6,,,7.05,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06786490617844407,854,0,389.51,,6.6,,,7.05,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0567944459617137,470,0,630.0,,1.12,,,33.61,,,4,71.28,17.82,17.82,0.1131428571428571,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.060080716768261454,470,0,560.67,,1.12,,,33.61,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06307485365503439,470,0,547.12,,1.12,,,33.61,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0064920717850327,512,0,3200.0,,0.62,,,44.61,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0032744931522756,460,0,837.8,,25.06,,,8.32,,,4,219.56,54.89,54.89,0.2620673191692528,Sticker | Team Liquid (Foil) | MLG Columbus 2016,54.89,Sticker | Team Liquid (Foil) | MLG Columbus 2016,54.89,Sticker | Team Liquid (Foil) | MLG Columbus 2016,54.89,Sticker | Team Liquid (Foil) | MLG Columbus 2016,54.89,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0,460,0,636.62,,25.06,,,8.32,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.007721680164204606,460,0,661.3,,25.06,,,8.32,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0190242044627666,791,0,1460.0,,9.32,,,45.99,,,1,2.94,2.94,2.94,0.0020136986301369,Sticker | Blue Gem (Glitter),2.94,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.012249640043438634,791,0,1457.22,,9.32,,,45.99,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.012070446517029966,791,0,1485.67,,9.32,,,45.99,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0208262894302606,202,0,975.0,,2.63,,,24.26,,,5,147.05,29.410000000000004,29.41,0.1508205128205128,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | KOI (Holo) | Copenhagen 2024,29.41,Sticker | KOI (Holo) | Copenhagen 2024,29.41,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.019749414941741213,202,0,837.14,,2.63,,,24.26,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.01685653121321813,202,0,858.26,,2.63,,,24.26,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0227148570120334,557,0,1001.0,,32.7,,,40.35,,,4,22.17,5.5425,8.31,0.0221478521478521,Sticker | s1mple (Holo) | Rio 2022,8.31,Sticker | s1mple (Holo) | Stockholm 2021,2.23,Sticker | Natus Vincere (Holo) | Antwerp 2022,4.21,Sticker | s1mple (Holo) | Paris 2023,7.42,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.01995110922310121,557,0,938.93,,32.7,,,40.35,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.015074975054443706,557,0,1024.54,,32.7,,,40.35,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0692604705691337,13,0,1334.89,,15.08,,,56.75,,,5,14.7,2.94,2.94,0.0110121433226707,Sticker | Blue Gem (Glitter),2.94,Sticker | Blue Gem (Glitter),2.94,Sticker | Blue Gem (Glitter),2.94,Sticker | Blue Gem (Glitter),2.94,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.07743208438328585,13,0,1346.72,,15.08,,,56.75,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0645778697983241,13,0,1382.3,,15.08,,,56.75,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0636884495615959,886,0,602.14,,0.02,,,12.71,,,4,106.73,26.6825,70.49,0.1772511376091939,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,Sticker | Counter Logic Gaming | Katowice 2015,26.04,Sticker | Titan | Cologne 2015,70.49,Sticker | Team Liquid (Holo) | Stockholm 2021,5.1,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06926346764091179,886,0,522.57,,0.02,,,12.71,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06267567960447168,886,0,499.83,,0.02,,,12.71,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.03031512722373,382,0,1101.1,,12.91,,,28.72,,,2,129.61,64.805,123.97,0.1177095631641086,Sticker | Taste Buddy (Holo),5.64,Sticker | Team Dignitas (Holo) | Cologne 2016,123.97,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.022242946466799987,382,0,1024.8,,12.91,,,28.72,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.029430653020402223,382,0,955.82,,12.91,,,28.72,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0250993855297565,839,0,780.77,,37.33,,,12.79,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0667824298143386,182,0,1068.42,,35.8,,,33.48,,,4,19.15,4.7875,6.72,0.0179236629789783,Sticker | Countdown (Foil),6.72,Sticker | sh1ro (Holo) | Antwerp 2022,5.46,Sticker | Hobbit (Holo) | Antwerp 2022,2.85,Sticker | Winding Scorch (Foil),4.12,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06290156229735165,182,0,1057.92,,35.8,,,33.48,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.06031788547312324,182,0,1087.04,,35.8,,,33.48,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0037710075266659,299,0,650.0,,2.18,,,4.84,,,1,11.07,11.07,11.07,0.0170307692307692,Sticker | Global Elite (Foil),11.07,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.008941398123370102,299,0,653.14,,2.18,,,4.84,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.002412868322167975,299,0,647.25,,2.18,,,4.84,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0660299882292747,637,0,585.81,,7.9,,,15.39,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0284829698503017,8,0,800.0,,57.06,,,7.69,,,5,509.72,101.944,436.69,0.63715,Sticker | Dust FA (Foil),11.9,Sticker | Vega Squadron (Foil) | Krakow 2017,34.0,Sticker | Dragon Lore (Foil),16.06,Sticker | Crown (Foil),436.69,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.03016492922855641,8,0,495.98,,57.06,,,7.69,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.020171856273099482,8,0,484.54,,57.06,,,7.69,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0328842662274837,538,0,999.0,,5.99,,,1.31,,,1,2.1,2.1,2.1,0.0021021021021021,Sticker | Tamara (Holo),2.1,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.02371654970472155,538,0,996.31,,5.99,,,1.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.029481490474139407,538,0,961.47,,5.99,,,1.31,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.054115243256092,458,0,984.51,,35.37,,,30.69,,,4,17.0,4.25,4.25,0.0172674731592365,Sticker | Chrome Dome (Holo),4.25,Sticker | Chrome Dome (Holo),4.25,Sticker | Chrome Dome (Holo),4.25,Sticker | Chrome Dome (Holo),4.25,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.046183302610543035,458,0,976.28,,35.37,,,30.69,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.04752710262682972,458,0,1008.94,,35.37,,,30.69,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.036024373024702,678,0,676.0,,0.0,,,16.9,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
AK-47,Case Hardened,Factory New,0.0589803531765937,450,0,1197.49,,0.26,,,44.64,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Case Hardened (Factory New)
