weapon,skin,wear,float,pattern,stattrak,price,phase,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
AK-47,Ice Coaled,Factory New,0.0503416582942009,444,0,34.54,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0675929710268974,983,0,17.27,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0631321147084236,817,0,17.64,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0617782212793827,728,0,17.5,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.062527947127819,328,0,20.72,,4,0.47,0.1175,0.36,0.0226833976833976,Sticker | v$m | Paris 2023,0.01,Sticker | JT | Paris 2023,0.01,Sticker | Liazz (Holo) | Paris 2023,0.36,Sticker | G2 Esports (Glitter) | Shanghai 2024,0.09,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0639920607209205,715,0,80.0,,4,232.76,58.19,58.19,2.9095,Sticker | Epsilon eSports (Holo) | Cologne 2014,58.19,Sticker | Epsilon eSports (Holo) | Cologne 2014,58.19,Sticker | Epsilon eSports (Holo) | Cologne 2014,58.19,Sticker | Epsilon eSports (Holo) | Cologne 2014,58.19,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0654899328947067,816,0,17.86,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0684311091899871,234,0,21.31,,4,12.64,3.16,3.16,0.5931487564523699,Sticker | Magisk | Krakow 2017,3.16,Sticker | Magisk | Krakow 2017,3.16,Sticker | Magisk | Krakow 2017,3.16,Sticker | Magisk | Krakow 2017,3.16,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0566774196922779,471,0,19.13,,5,0.65,0.13,0.61,0.0339780449555671,Sticker | Monte | Paris 2023,0.01,Sticker | Monte | Paris 2023,0.01,Sticker | Monte | Paris 2023,0.01,Sticker | Monte | Paris 2023,0.01,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0067601879127323,168,0,52.74,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0687215626239776,557,0,23.0,,4,0.14,0.035,0.05,0.0060869565217391,Sticker | paiN Gaming | Copenhagen 2024,0.02,Sticker | paiN Gaming | Copenhagen 2024,0.02,Sticker | paiN Gaming (Glitter) | Paris 2023,0.05,Sticker | paiN Gaming (Glitter) | Paris 2023,0.05,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0547158047556877,187,0,19.5,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0012158914469182,742,0,47.5,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0651725977659225,888,0,20.96,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0676941126585006,780,0,18.56,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0698515102267265,129,0,26.5,,5,0.59,0.118,0.22,0.0222641509433962,Sticker | rigoN | Rio 2022,0.1,Sticker | REZ | Rio 2022,0.06,Sticker | interz | Rio 2022,0.13,Sticker | mezii | Rio 2022,0.08,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0425171628594398,805,0,25.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0572772547602653,663,0,42.7,,4,71.28,17.82,17.82,1.6693208430913349,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,Sticker | Cloud9 (Holo) | Antwerp 2022,17.82,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0635144561529159,742,0,33.99,,5,22.1,4.42,4.6,0.6501912327155046,Sticker | Runtime (Holo),4.6,Sticker | Runtime (Holo),4.6,Sticker | Infinite Diamond (Holo),4.15,Sticker | Runtime (Holo),4.6,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0314752906560897,424,0,22.3,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.002022553468123,356,0,65.62,,4,15.72,3.93,3.93,0.2395611094178604,Sticker | FURIA (Holo) | Paris 2023,3.93,Sticker | FURIA (Holo) | Paris 2023,3.93,Sticker | FURIA (Holo) | Paris 2023,3.93,Sticker | FURIA (Holo) | Paris 2023,3.93,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0644535273313522,736,0,18.0,,1,0.02,0.02,0.02,0.0011111111111111,Sticker | Lock In,0.02,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0685850903391838,308,0,25.65,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.062014665454626,154,0,19.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.007542853243649,7,0,39.99,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0688271969556808,538,0,20.99,,2,0.08,0.04,0.04,0.0038113387327298,Sticker | Spirit | 2020 RMR,0.04,Sticker | Spirit | 2020 RMR,0.04,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0645166262984275,781,0,18.12,,4,0.4,0.1,0.29,0.0220750551876379,Sticker | ZywOo (Champion) | Austin 2025,0.01,"Sticker | FlameZ (Holo, Champion) | Austin 2025",0.29,"Sticker | ropz (Foil, Champion) | Austin 2025",0.09,Sticker | mezii (Champion) | Austin 2025,0.01,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0433887690305709,83,0,43.39,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0524590052664279,974,0,19.85,,1,0.02,0.02,0.02,0.0010075566750629,Sticker | b1t (Glitter) | Shanghai 2024,0.02,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0652991607785224,738,0,18.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0075267776846885,829,0,45.05,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0022118573542684,475,0,47.99,,2,0.1,0.05,0.09,0.0020837674515524,Sticker | G2 Esports (Glitter) | Shanghai 2024,0.09,Sticker | Team Spirit | Shanghai 2024,0.01,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0660543516278266,136,0,20.41,,5,2.89,0.5780000000000001,0.73,0.1415972562469377,Sticker | Natus Vincere (Glitter) | Copenhagen 2024,0.54,Sticker | Natus Vincere (Glitter) | Copenhagen 2024,0.54,Sticker | Natus Vincere (Glitter) | Copenhagen 2024,0.54,Sticker | iM (Holo) | Shanghai 2024,0.73,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0659548789262771,339,0,28.62,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0628440827131271,781,0,30.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0006571024423465,451,0,90.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0268630180507898,870,0,34.37,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0634502172470092,189,0,34.77,,5,5.28,1.056,1.31,0.1518550474547023,Sticker | Team Liquid (Holo) | Paris 2023,1.31,Sticker | Hydro Geyser,0.04,Sticker | Team Liquid (Holo) | Paris 2023,1.31,Sticker | Team Liquid (Holo) | Paris 2023,1.31,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.061955165117979,255,0,20.78,,4,1.83,0.4575,0.54,0.088065447545717,Sticker | Zeusception (Holo),0.54,Sticker | Zeusception (Holo),0.54,Sticker | Zeusception (Holo),0.54,Sticker | Copenhagen Flames (Glitter) | Antwerp 2022,0.21,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0002039593964582,806,0,88.26,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0239009819924831,873,0,700.0,,5,1353.07,270.614,436.69,1.9329571428571428,Sticker | iBUYPOWER (Holo) | Cologne 2014,333.79,Sticker | iBUYPOWER (Holo) | Cologne 2014,333.79,Sticker | Crown (Foil),436.69,Sticker | iBUYPOWER | Cologne 2014,124.4,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0619737431406974,970,0,41.97,,2,0.17,0.085,0.15,0.0040505122706695,Sticker | Boom Detonation (Glitter),0.15,Sticker | ropz (Champion) | Austin 2025,0.02,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0055263214744627,960,0,36.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0043568843975663,593,0,36.0,,5,0.62,0.124,0.22,0.0172222222222222,Sticker | nafany | Rio 2022,0.08,Sticker | fer | Rio 2022,0.1,Sticker | sh1ro | Rio 2022,0.12,Sticker | VINI | Rio 2022,0.22,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0164335779845714,432,0,35.22,,4,0.16,0.04,0.05,0.0045428733674048,Sticker | Cloud9 | Antwerp 2022,0.05,Sticker | Cloud9 | Antwerp 2022,0.05,Sticker | Imperial Esports | Antwerp 2022,0.03,Sticker | Imperial Esports | Antwerp 2022,0.03,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0654564127326011,323,0,17.36,,1,0.02,0.02,0.02,0.0011520737327188,Sticker | ropz (Champion) | Austin 2025,0.02,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.065754123032093,449,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0684698224067688,330,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0619055368006229,862,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.066106803715229,605,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0661490708589553,14,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.063667394220829,939,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0643725767731666,482,0,17.36,,4,0.84,0.21,0.21,0.0483870967741935,Sticker | Entropiq | Stockholm 2021,0.21,Sticker | Entropiq | Stockholm 2021,0.21,Sticker | Entropiq | Stockholm 2021,0.21,Sticker | Entropiq | Stockholm 2021,0.21,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0639050006866455,922,0,17.36,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0693794786930084,194,0,17.36,,4,0.45,0.1125,0.13,0.0259216589861751,Sticker | sh1ro | Rio 2022,0.12,Sticker | nafany | Rio 2022,0.08,Sticker | interz | Rio 2022,0.13,Sticker | sh1ro | Rio 2022,0.12,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0663796514272689,755,0,17.36,,1,0.01,0.01,0.01,0.0005760368663594,Sticker | FaZe Clan | Paris 2023,0.01,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0480190142989158,643,0,21.41,,4,12.68,3.17,3.17,0.592246613731901,Sticker | FaZe Clan (Holo) | Stockholm 2021,3.17,Sticker | FaZe Clan (Holo) | Stockholm 2021,3.17,Sticker | FaZe Clan (Holo) | Stockholm 2021,3.17,Sticker | FaZe Clan (Holo) | Stockholm 2021,3.17,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.063728354871273,266,0,17.33,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0685436949133873,807,0,17.97,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0002650764072313,126,0,150.0,,5,379.9,75.97999999999999,368.08,2.5326666666666666,Sticker | FURIA (Holo) | Paris 2023,3.93,Sticker | FURIA (Holo) | Paris 2023,3.93,Sticker | FURIA (Holo) | Paris 2023,3.93,Sticker | Counter Logic Gaming (Holo) | Katowice 2015,368.08,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0668522492051124,93,0,41.98,,5,52.77,10.554,24.28,1.257027155788471,Sticker | Watermelon Strafe (Holo),24.28,Sticker | Great Wave (Holo),18.32,Sticker | Loving Eyes (Holo),4.5,Sticker | Nice Clutch (Holo),1.07,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0034460281021893,55,0,48.69,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0646559968590736,447,0,22.39,,2,0.73,0.365,0.41,0.0326038410004466,Sticker | Wildcard (Glitter) | Shanghai 2024,0.32,Sticker | Imperial Esports (Glitter) | Shanghai 2024,0.41,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0292174853384494,767,0,43.81,,4,24.96,6.24,6.24,0.56973293768546,Sticker | Leaving The Station (Holo),6.24,Sticker | Leaving The Station (Holo),6.24,Sticker | Leaving The Station (Holo),6.24,Sticker | Leaving The Station (Holo),6.24,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0640718564391136,323,0,20.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0648194849491119,87,0,29.09,,5,8.44,1.688,2.78,0.290134066689584,Sticker | Ax1Le (Holo) | Rio 2022,2.22,Sticker | Hobbit (Holo) | Rio 2022,2.78,Sticker | slaxz- (Holo) | Rio 2022,1.41,Sticker | REZ (Holo) | Rio 2022,0.69,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0038909211289137,805,0,51.5,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0695755407214164,706,0,146.85,,4,458.86,114.715,436.69,3.124685052774941,Sticker | frozen (Gold) | Copenhagen 2024,7.39,Sticker | frozen (Gold) | Copenhagen 2024,7.39,Sticker | frozen (Gold) | Copenhagen 2024,7.39,Sticker | Crown (Foil),436.69,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0672565847635269,684,0,19.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
AK-47,Ice Coaled,Factory New,0.0182144772261381,485,0,48.0,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,AK-47 | Ice Coaled (Factory New)
