weapon,skin,wear,float,pattern,stattrak,price,phase,fade_seed,fade_percentage,fade_rank,fade_type,stickers_count,stickers_total_value,stickers_avg_value,stickers_max_value,stickers_total_over_price,slot0_name,slot0_price,slot1_name,slot1_price,slot2_name,slot2_price,slot3_name,slot3_price,market_hash_name
Karambit,Fade,Factory New,0.0176718439906835,612,0,2286.12,,612,83.487305,819,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.014489306831234713,961,0,2181.89,,961,80.11866,991,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0148052042350173,477,0,2376.68,,477,93.53183,327,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.024595690471329985,477,0,2487.79,,477,93.53183,327,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.007838218560543377,477,0,2345.89,,477,93.53183,327,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.013587436686049618,477,0,2302.88,,477,93.53183,327,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0510406754910945,971,0,2639.46,,971,98.43793,88,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.036237535704513366,971,0,2633.05,,971,98.43793,88,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04011704945312986,971,0,2684.28,,971,98.43793,88,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04852675224598773,971,0,2727.27,,971,98.43793,88,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0114505570381879,675,0,3100.0,,675,91.54151,428,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.019461161118277864,675,0,3041.83,,675,91.54151,428,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.02474094909399594,675,0,3194.48,,675,91.54151,428,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0069496921993948794,675,0,3034.38,,675,91.54151,428,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0079740276560187,673,0,5499.99,,673,99.70529,12,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01527384781501772,673,0,5301.85,,673,99.70529,12,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,673,0,5229.04,,673,99.70529,12,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.019451002756104233,673,0,5590.66,,673,99.70529,12,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0354715846478939,871,0,2323.14,,871,91.42209,435,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.043678199792947306,871,0,2388.36,,871,91.42209,435,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.033828215669427494,871,0,2339.11,,871,91.42209,435,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.021063464573000196,871,0,2233.59,,871,91.42209,435,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.019756818190217,274,0,3250.0,,274,98.73128,61,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.026492936661835866,274,0,3240.61,,274,98.73128,61,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.022366262449464554,274,0,3336.12,,274,98.73128,61,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.02514555099024063,274,0,3267.41,,274,98.73128,61,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0303940828889608,138,0,2600.0,,138,95.26716,240,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03276236931877734,138,0,2549.03,,138,95.26716,240,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.011626796271678376,138,0,2583.55,,138,95.26716,240,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.018977469801741968,138,0,2576.22,,138,95.26716,240,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0601479895412921,669,0,2199.0,,669,90.30565,484,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.07428411247201874,669,0,2140.49,,669,90.30565,484,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04248009920885474,669,0,2150.93,,669,90.30565,484,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.05189173985195945,669,0,2234.61,,669,90.30565,484,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0358760505914688,988,0,5049.99,,988,99.10025,43,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03815733668511993,988,0,5193.36,,988,99.10025,43,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0424485922045643,988,0,5002.72,,988,99.10025,43,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.048436865978110186,988,0,4881.81,,988,99.10025,43,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0239013954997062,189,0,2376.56,,189,93.80939,313,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.004809878425060619,189,0,2279.13,,189,93.80939,313,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03279576952356421,189,0,2367.5,,189,93.80939,313,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01035226666105027,189,0,2376.81,,189,93.80939,313,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.007004159502685,325,0,2757.83,,325,93.66107,320,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,325,0,2811.97,,325,93.66107,320,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0048504105256462265,325,0,2725.02,,325,93.66107,320,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,325,0,2793.76,,325,93.66107,320,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0334975123405456,733,0,2403.3,,733,94.40062,281,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.027970016762681217,733,0,2304.2,,733,94.40062,281,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01821774842536621,733,0,2514.31,,733,94.40062,281,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.049840739968849884,733,0,2451.3,,733,94.40062,281,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0344489626586437,78,0,2477.03,,78,85.37393,723,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.025083761117024483,78,0,2593.25,,78,85.37393,723,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.045598998817275485,78,0,2530.75,,78,85.37393,723,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03242342274439525,78,0,2420.61,,78,85.37393,723,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0348768085241317,565,0,2273.5,,565,88.81281,559,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01873244701027167,565,0,2365.03,,565,88.81281,559,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03310786011747614,565,0,2205.83,,565,88.81281,559,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0271150734901578,565,0,2291.51,,565,88.81281,559,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0327406860888004,448,0,3096.77,,448,96.47993,179,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01981159740636967,448,0,3207.21,,448,96.47993,179,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04308146728220881,448,0,3164.73,,448,96.47993,179,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.030024407679804552,448,0,3136.19,,448,96.47993,179,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.035054013133049,874,0,4099.0,,874,99.40663,26,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.038417931889558415,874,0,4160.42,,874,99.40663,26,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01843178597864456,874,0,4064.49,,874,99.40663,26,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.016718580087524696,874,0,4096.54,,874,99.40663,26,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0116469282656908,880,0,2750.0,,880,88.46576,580,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.004841376759002213,880,0,2652.24,,880,88.46576,580,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,880,0,2774.1,,880,88.46576,580,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,880,0,2866.91,,880,88.46576,580,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0314312316477298,165,0,4300.63,,165,97.93944,109,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0346736772357456,165,0,4234.77,,165,97.93944,109,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03506785130698647,165,0,4095.41,,165,97.93944,109,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.049773600177387606,165,0,4293.02,,165,97.93944,109,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0019336222903802,168,0,3336.35,,168,82.7433,850,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.013243031380391646,168,0,3197.13,,168,82.7433,850,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0013999555239066154,168,0,3333.25,,168,82.7433,850,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01944668048937951,168,0,3360.28,,168,82.7433,850,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0066313706338405,685,0,4000.0,,685,99.19942,39,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.005570946676118653,685,0,3906.79,,685,99.19942,39,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,685,0,4008.27,,685,99.19942,39,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.004187829046042367,685,0,3808.64,,685,99.19942,39,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.044055376201868,206,0,2649.9,,206,97.80693,117,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.05710705316964232,206,0,2754.88,,206,97.80693,117,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.02966533976181243,206,0,2664.22,,206,97.80693,117,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.028398405847285743,206,0,2695.54,,206,97.80693,117,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0095690842717885,497,0,2654.43,,497,90.89814,464,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0008184356253488328,497,0,2696.75,,497,90.89814,464,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.018648868843263805,497,0,2725.74,,497,90.89814,464,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,497,0,2764.86,,497,90.89814,464,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0216317288577556,572,0,2246.17,,572,82.113045,888,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01084028849355083,572,0,2142.26,,572,82.113045,888,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.023825827633414932,572,0,2217.18,,572,82.113045,888,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.034823318583052126,572,0,2315.41,,572,82.113045,888,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.052486315369606,602,0,3499.99,,602,99.943085,2,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04517187108251461,602,0,3658.5,,602,99.943085,2,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04412302889521074,602,0,3505.26,,602,99.943085,2,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04272491899231011,602,0,3652.6,,602,99.943085,2,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.035200510174036,162,0,2305.34,,162,94.617516,269,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.021784822877316725,162,0,2200.43,,162,94.617516,269,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.032604392574157516,162,0,2418.85,,162,94.617516,269,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.050867600824232556,162,0,2362.65,,162,94.617516,269,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0308575090020895,116,0,2697.01,,116,93.13188,349,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.046489208637230495,116,0,2803.12,,116,93.13188,349,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.03161184341754746,116,0,2647.37,,116,93.13188,349,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.04173800628652902,116,0,2740.61,,116,93.13188,349,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0182874780148267,556,0,4000.0,,556,85.95308,696,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0132337871697751,556,0,3837.79,,556,85.95308,696,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.02815906246878774,556,0,3904.98,,556,85.95308,696,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.035760004036177864,556,0,3896.39,,556,85.95308,696,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0067887911573052,561,0,3373.89,,561,96.97658,154,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,561,0,3485.6,,561,96.97658,154,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,561,0,3265.68,,561,96.97658,154,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.01076410281813894,561,0,3500.26,,561,96.97658,154,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0066427998244762,711,0,2868.63,,711,91.61543,424,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0,711,0,2814.22,,711,91.61543,424,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.0177389933541233,711,0,3003.98,,711,91.61543,424,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
Karambit,Fade,Factory New,0.006672447272569892,711,0,2766.48,,711,91.61543,424,fade,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,★ Karambit | Fade (Factory New)
